"","X","sg_d_bg","sg_d_nd","lat","lon","nght_fl","landcvr","cn_mean","cn_max","h_can","cn_med","cn_h_25","cn_h_50","cn_h_60","cn_h_70","cn_h_75","cn_h_80","cn_h_85","cn_h_90","cn_h_95","cn_open","toc_rgh","cn_unc","cn_pho","toc_pho","sb_cn__","beam","filenam","year","month","day","hhmmss","RH_100_ALS","RH_99_ALS","RH_98_ALS","RH_95_ALS","RH_75_ALS","RH_50_ALS","RH_25_ALS"
"108",1533142,194998,195002,35.1544799804688,-111.539054870605,0,121,7.10666608810425,19.37744140625,19.37744140625,5.30615234375,0.63525390625,0.697998046875,0.73828125,1.992919921875,2.728515625,2.88525390625,4.658203125,5.063232421875,5.30615234375,6.18199157714844,0.923983514308929,81.4462280273438,18,3,5,"1r","ATL08_20200901140110_10420802_005_01.h5",2020,9,1,140110,20.16,17.9412,17.0236,14.528,5.571,0.008,0
"109",2019694,194908,194912,35.1372451782227,-111.550354003906,0,111,6.12478113174438,16.97265625,16.8251953125,5.6103515625,0.632080078125,0.68359375,0.88037109375,1.82861328125,2.625,3.38427734375,4.963623046875,5.127197265625,5.59130859375,4.48473644256592,1.68536353111267,9.54307746887207,100,6,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,21.537,20.0099,18.3496,13.3625,8.656,2.849,0
"110",2019695,194913,194917,35.1381416320801,-111.550453186035,0,111,7.83800458908081,27.841796875,26.47705078125,3.556884765625,0.60888671875,0.64990234375,0.703369140625,0.769775390625,0.85205078125,0.98046875,1.078369140625,1.35302734375,3.556884765625,8.41557598114014,1.93465387821198,21.6066131591797,144,19,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,31.65,29.822,28.64216,25.9097,17.9255,9.531,0
"111",2019696,194918,194922,35.1390419006348,-111.550567626953,0,111,10.0333948135376,26.9111328125,26.08837890625,10.636474609375,0.6005859375,0.694091796875,0.822509765625,0.961181640625,1.5830078125,3.946044921875,5.105712890625,8.61376953125,10.636474609375,8.15800285339355,2.55220913887024,18.8811683654785,74,15,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,33.848,30.324,28.7466,25.018,16.169,10.893,0
"112",2019697,194923,194927,35.1399421691895,-111.550674438477,0,111,5.65589427947998,17.166259765625,15.662109375,3.792724609375,1.097412109375,1.63916015625,1.816650390625,2.61474609375,2.917724609375,2.97119140625,3.286376953125,3.482177734375,3.7490234375,4.29573631286621,0,67.4805603027344,93,1,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,32.053,30.59964,30.045,27.8524,11.529,4.46,0
"113",2019698,194928,194932,35.1408424377441,-111.55078125,0,111,6.18390130996704,24.4560546875,20.993408203125,3.109375,0.741943359375,0.96875,1.64453125,2.283203125,2.612060546875,2.720947265625,2.8369140625,3.00537109375,3.109375,5.69879341125488,2.404869556427,60.8904914855957,116,11,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,26.34,23.46362,21.71924,18.74585,10.74825,5.1635,0
"114",2019699,194933,194937,35.1417427062988,-111.550880432129,0,121,8.03468894958496,23.394287109375,23.103515625,6.650390625,0.79296875,0.91015625,1.332763671875,1.697265625,1.843017578125,2.028564453125,3.591064453125,4.807861328125,6.650390625,7.18840599060059,1.492915391922,32.1599235534668,81,14,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,26.341,23.84851,22.94836,20.83585,11.3865,0.022,0
"115",2019700,194938,194942,35.1426391601562,-111.550987243652,0,111,13.5239200592041,26.044189453125,25.200439453125,12.82373046875,5.68115234375,6.311767578125,7.973876953125,9.7919921875,10.97216796875,11.4140625,11.894287109375,12.53564453125,12.82373046875,6.07702732086182,1.12635481357574,22.0022735595703,65,14,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,24.399,21.66698,20.68796,18.641,10.61,4.998,0
"116",2019701,194943,194947,35.1433601379395,-111.551071166992,0,111,4.8888635635376,21.3896484375,16.56787109375,3.494384765625,0.60205078125,0.7353515625,0.85888671875,0.963623046875,1.092041015625,1.7236328125,2.317626953125,2.995361328125,3.443115234375,4.68886518478394,2.18724203109741,20.7352085113525,107,5,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,17.973,15.467,14.68792,13.095,6.952,2.493,0
"117",2019702,194948,194952,35.1444396972656,-111.551200866699,0,111,5.42774868011475,15.172607421875,14.08740234375,5.044189453125,0.6376953125,0.712646484375,0.948486328125,1.297119140625,1.845703125,2.5869140625,3.21923828125,3.898193359375,5.044189453125,4.24296188354492,0.5426025390625,18.9681377410889,49,2,5,"2l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,18,15.32583,14.16064,11.25545,4.027,0.025,0
