"","X.1","X","sg_d_bg","sg_d_nd","lat","lon","nght_fl","landcvr","cn_mean","cn_max","h_can","cn_med","cn_h_25","cn_h_50","cn_h_60","cn_h_70","cn_h_75","cn_h_80","cn_h_85","cn_h_90","cn_h_95","cn_open","toc_rgh","cn_unc","cn_pho","toc_pho","cn_flag","sb_cn_1","sb_cn_2","sb_cn_3","sb_cn_4","sb_cn_5","ls_flag","beam","filenam","year","month","day","hhmmss","RH_100_ALS","RH_99_ALS","RH_98_ALS","RH_95_ALS","RH_75_ALS","RH_50_ALS","RH_25_ALS","ALS_all_grid","ALS_abvg_grid"
"1825",2654,1236852,362325,362329,65.1457748413086,-147.616790771484,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,5,0,1,0,1,0,1,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,12.05,8.19,6.6848,5,0.18,0,0,3.66580818965517,3.76596899224806
"1826",2655,1236853,362330,362334,65.1466674804688,-147.61701965332,1,8,2.18621635437012,6.1729736328125,6.1729736328125,1.83245849609375,1.61181640625,1.83056640625,1.90869140625,2.27197265625,2.42303466796875,2.6552734375,2.93316650390625,3.48480224609375,4.84375,1.04324805736542,0,25.1989707946777,33,1,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,7.99,6.4218,5.9,4.879,0.18,0,0,3.57778901734104,3.63983823529412
"1827",2656,1236854,362370,362374,65.15380859375,-147.618942260742,1,1,2.39609217643738,8.5010986328125,7.166015625,1.84814453125,1.47518920898438,1.84814453125,1.99301147460938,2.1688232421875,2.47882080078125,2.72357177734375,3.58673095703125,4.567626953125,7.05154418945312,1.66511821746826,1.65440237522125,17.0348892211914,48,5,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.76,6.8268,5.9472,3.99599999999999,0,0,0,3.03207983193277,3.30016018306636
"1828",2657,1236855,362375,362379,65.1547012329102,-147.619186401367,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,15,0,1,1,1,0,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,9.95,4.78800000000001,1.51799999999991,0,0,0,0,3.52075471698113,3.7304
"1829",2658,1236856,362380,362384,65.1555862426758,-147.619415283203,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,12,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,10.1,4.6077,3.46,0.0784999999999945,0,0,0,2.99538461538462,3.04909638554217
"1830",265,78591,362292,362296,65.1375503540039,-147.394073486328,0,7,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,31,0,1,1,1,1,1,1,0,"1l","ATL08_20190313175422_11500203_003_01.h5",2019,3,13,175422,1.89,0,0,0,0,0,0,0.341492537313433,0.351692307692308
"1831",266,78592,362297,362301,65.1384429931641,-147.394302368164,0,7,2.53159856796265,10.6618347167969,10.4603424072266,2.24932098388672,1.04159545898438,2.23377990722656,2.43562316894531,2.59072875976562,2.75433349609375,2.8914794921875,3.24681091308594,4.44779968261719,8.07846069335938,2.09985756874084,0,2.14188051223755,57,1,1,1,1,1,1,1,0,"1l","ATL08_20190313175422_11500203_003_01.h5",2019,3,13,175422,12.96,8.03679999999999,6.72119999999999,5.09,0,0,0,2.77186813186813,2.86628787878788
"1832",2669,1236867,362435,362439,65.1654052734375,-147.622085571289,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,38,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.34,8.9,8.5,7.78,5.18,0,0,5.95582509505703,6.02852193995381
"1833",2670,1236868,362445,362449,65.1671829223633,-147.622573852539,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,25,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,13.19,10.681,9.8824,8.54,5.05,0.13,0,5.77190871369295,5.85388888888889
"1834",2671,1236869,362450,362454,65.1680755615234,-147.622817993164,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,17,0,1,1,1,0,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,16.38,11.861,10.96,9.3125,5.3825,0.2,0,6.24873517786561,6.28827366746221
"1835",2672,1236870,362455,362459,65.1689682006836,-147.623062133789,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,29,0,1,1,1,1,1,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,16.38,12.7812,11.79,9.47799999999999,4.82,0,0,6.09149253731343,6.11653621981682
"1836",2673,1236871,362470,362474,65.1716461181641,-147.623809814453,1,8,2.03014254570007,9.54351806640625,9.54351806640625,1.53268432617188,1.14422607421875,1.5177001953125,1.6839599609375,2.07818603515625,2.16546630859375,2.258544921875,2.39361572265625,3.65960693359375,5.0301513671875,1.63073027133942,2.55978536605835,14.0651159286499,40,8,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,21.23,15.86,14.7116,13.53,9.885,5.78,1.72,9.75291287386216,9.75923227065712
"1837",2674,1236872,362475,362478,65.1725387573242,-147.624069213867,1,8,1.61786878108978,7.15655517578125,7.15655517578125,1.28826904296875,0.914794921875,1.28826904296875,1.61041259765625,1.7083740234375,1.72381591796875,2.01519775390625,2.21148681640625,2.59698486328125,3.35894775390625,1.23323774337769,1.5905522108078,10.2887630462646,35,8,1,1,1,1,1,-1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,21.23,17.2578,16.59,15.69,12.91,8.95,0.24,12.6393385214008,12.6393385214008
"1838",2675,1236873,362490,362494,65.1752090454102,-147.624801635742,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,17,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,13.89,10.8767,10.0834,8.90349999999999,6.03,1.21,0,6.83984962406015,6.85518462697815
"1839",2676,1236874,362495,362499,65.1761016845703,-147.625045776367,1,8,2.40341186523438,8.34375,8.34375,1.48602294921875,1.101806640625,1.374267578125,1.6295166015625,2.349365234375,2.349365234375,2.4559326171875,3.881103515625,7.1011962890625,8.34375,2.14556670188904,0,15.258861541748,15,1,1,1,1,1,1,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.48,9.1351,8.58,7.85,4.3675,0,0,5.95424118129614,5.973670781893
"1840",2677,1236875,362500,362504,65.1769943237305,-147.625289916992,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,11,0,1,0,1,1,1,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,9.29,7.70040000000001,7.16,6.2805,3.8425,0,0,4.84740119760479,4.87613253012048
"1841",2678,1236876,362505,362509,65.1778869628906,-147.625549316406,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,10,0,1,1,1,1,0,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,8.71,7.44639999999999,6.7964,5.81,0.34,0,0,4.34433598183882,4.3639110604333
"1842",267,78593,362302,362306,65.1393356323242,-147.394546508789,0,7,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,26,0,1,1,1,1,1,1,0,"1l","ATL08_20190313175422_11500203_003_01.h5",2019,3,13,175422,6.17,1.30059999999999,0.5704,0,0,0,0,0.94639175257732,0.960314136125655
"1843",2679,1236877,362510,362514,65.1787796020508,-147.625793457031,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,18,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,8.8,6.99,6.3748,5.68,0.2325,0,0,4.56263005780347,4.56263005780347
"1844",2680,1236878,362515,362519,65.1796722412109,-147.626037597656,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,4,0,1,1,1,1,0,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,6.94,5.31879999999999,4.54,2.7755,0,0,0,2.99139130434783,2.99139130434783
"1845",2681,1236879,362520,362524,65.1805648803711,-147.626281738281,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,2,0,1,0,0,1,0,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,6.98,5.37,4.43219999999999,2.40849999999999,0,0,0,1.9489443378119,1.96734496124031
"1846",2682,1236880,362525,362529,65.1814498901367,-147.626525878906,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,0,0,1,0,0,0,0,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,7.6,5.71,5.01,3.5445,0,0,0,2.10030872483221,2.16247579529737
"1847",2683,1236881,362530,362534,65.1823425292969,-147.62678527832,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,8,0,1,0,0,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,7.6,5.56,5.024,4.145,0.245,0,0,2.61896313364055,2.6674765258216
"1848",2684,1236882,362535,362539,65.183235168457,-147.627029418945,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,27,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,8.84,6.19,5.59,4.86,0.86,0,0,3.51270588235294,3.56525515743757
"1849",2685,1236883,362540,362544,65.1841278076172,-147.627288818359,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,16,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,8.57,6.18440000000001,5.54,4.72,0.31,0,0,3.59658922914467,3.64194652406417
"1850",2686,1236884,362550,362554,65.1859130859375,-147.627777099609,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,12,0,1,0,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,9.21,6.76959999999999,6.1096,5.209,2.145,0,0,3.79082474226804,3.83685009487666
"1851",2687,1236885,362555,362559,65.1868057250977,-147.628021240234,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,14,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,8.72,6.56,5.98,5.07,2.85,0,0,3.89193548387097,3.94328583403185
"1852",2688,1236886,362560,362564,65.1876983642578,-147.628280639648,1,1,2.18096566200256,6.96734619140625,6.96734619140625,1.4241943359375,0.77423095703125,1.4241943359375,2.14471435546875,3.1063232421875,3.1063232421875,3.42718505859375,3.763916015625,4.5772705078125,6.96734619140625,1.70759379863739,1.59964489936829,16.9375495910645,13,4,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,10.84,8.20649999999999,7.0466,5.84,2.8625,0,0,3.88710912052117,3.93778877887789
"1853",2689,1236887,362570,362574,65.1894760131836,-147.628768920898,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,4,0,1,1,1,1,1,0,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,10.72,8.13,7.6,6.7,3.2375,0.24,0,4.33087472201631,4.35647278150634
"1854",2690,1236888,362575,362579,65.1903686523438,-147.629013061523,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,22,0,1,0,0,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,9.19,6.65,6.1,5.01,0.97,0,0,3.64823633156966,3.70943497757848
"1855",2691,1236889,362580,362584,65.1912612915039,-147.629257202148,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,18,0,1,1,0,1,0,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,12.56,10.4883,9.52,8.07449999999999,4.47,2.41,0.0525,5.01510288065844,5.03896623018608
"1856",2692,1236890,362585,362589,65.1921539306641,-147.629501342773,1,1,1.61641442775726,3.61126708984375,3.61126708984375,1.229736328125,1.21099853515625,1.229736328125,1.65179443359375,1.65423583984375,1.65423583984375,1.69024658203125,1.69024658203125,3.61126708984375,3.61126708984375,0.739266276359558,0,21.0264930725098,8,1,1,1,0,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,13.56,9.954,9.186,8.26,5.14,2.52,0.12,5.15556323427782,5.16968814968815
"1857",2693,1236891,362590,362594,65.1930465698242,-147.629745483398,1,1,1.77574038505554,2.7662353515625,2.7662353515625,1.60638427734375,1.3175048828125,1.595703125,1.7479248046875,2.09393310546875,2.1397705078125,2.39715576171875,2.5260009765625,2.5694580078125,2.741455078125,0.527090847492218,0.1766467243433,26.7929248809814,21,5,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,12.88,9.87,9.11,8.16,4.91,2.18,0,5.38616255829447,5.40036740146961
"1858",2694,1236892,362595,362599,65.1939392089844,-147.629989624023,1,1,3.48812794685364,6.560546875,6.560546875,3.81341552734375,1.67657470703125,3.81341552734375,4.35101318359375,4.628173828125,4.84027099609375,5.01995849609375,5.426025390625,5.6494140625,6.5587158203125,1.68582546710968,0.919796466827393,16.1985397338867,16,23,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,12.63,9.6761,9.0144,7.52,3.79,1.75,0,4.58859270290395,4.61243263473054
"1859",2695,1236893,362600,362604,65.1948318481445,-147.630233764648,1,1,1.76431882381439,7.50384521484375,7.50384521484375,1.40542602539062,1.1072998046875,1.40374755859375,1.5032958984375,1.65814208984375,1.74652099609375,1.8037109375,2.80419921875,2.8494873046875,3.1439208984375,1.17254686355591,1.60919392108917,8.79114246368408,32,8,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,13.21,10.61,9.52439999999999,8.24,3.36,0.69,0,4.04533858267717,4.11577724358974
"1860",2696,1236894,362605,362609,65.1957244873047,-147.630477905273,1,1,1.67323553562164,4.154541015625,3.6741943359375,1.5589599609375,1.23492431640625,1.556640625,1.73321533203125,1.87969970703125,1.91650390625,2.0347900390625,2.0806884765625,2.35906982421875,2.50347900390625,0.586016237735748,0.615021646022797,8.15667629241943,46,16,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,16.53,15.0576,14.4,13.76,10.64,7.17,2.53,9.28091455273698,9.3120093770931
"1861",2697,1236895,362610,362614,65.1966171264648,-147.630722045898,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,40,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,17.75,13.9382,13.04,11.74,8.72,6.05,0.5,8.87367146596859,8.88522280471822
"1862",2698,1236896,362620,362624,65.1983947753906,-147.631210327148,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,61,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,10.94,9.21719999999999,8.4144,7.23,3.97,0.13,0,4.97137593984962,4.99743008314437
"1863",26,29481,639040,639044,65.2180480957031,-147.434234619141,1,8,2.89654946327209,8.7225341796875,8.7225341796875,1.57785034179688,0.641357421875,1.53118896484375,2.92681884765625,3.06793212890625,4.73626708984375,6.35498046875,6.54522705078125,7.63897705078125,7.917236328125,2.66105175018311,0.416159510612488,6.9760570526123,40,4,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.88,9.49,8.7732,7.869,5.09,1.36,0,5.21163461538462,5.22310600444774
"1864",269,78595,362312,362316,65.1411209106445,-147.39501953125,0,7,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,7,0,1,0,0,0,1,1,0,"1l","ATL08_20190313175422_11500203_003_01.h5",2019,3,13,175422,1.7,0,0,0,0,0,0,1.02285714285714,1.02285714285714
"1865",2699,1236897,362625,362629,65.1992874145508,-147.631439208984,1,8,1.92419826984406,9.122314453125,6.64971923828125,1.1083984375,0.73748779296875,1.09017944335938,1.26858520507812,2.15194702148438,2.52944946289062,3.28396606445312,3.62362670898438,4.81900024414062,5.77484130859375,1.84778642654419,1.26495826244354,6.69781303405762,57,5,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,10.29,8.5706,7.74,7.02,4.31,0,0,5.31904361132364,5.38028637770898
"1866",2700,1236898,362630,362634,65.2001800537109,-147.631683349609,1,1,2.25339388847351,7.65869140625,7.65313720703125,1.29519653320312,0.80914306640625,1.29519653320312,1.85018920898438,2.68765258789062,3.2215576171875,3.39691162109375,4.74838256835938,5.4400634765625,7.07730102539062,2.00971388816833,1.07761371135712,6.46058797836304,63,12,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.35,8.6698,7.9298,6.8595,4.15,0,0,5.21492175273865,5.28449643140365
"1867",2701,1236899,362635,362639,65.2010726928711,-147.631927490234,1,1,1.19142293930054,4.54541015625,2.8564453125,1.03240966796875,0.730255126953125,1.03240966796875,1.17916870117188,1.3431396484375,1.404541015625,1.58602905273438,1.83807373046875,1.9202880859375,2.38018798828125,0.620616674423218,0.201760351657867,5.17109441757202,96,3,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.38,8.32,7.5108,6.23,0.4,0,0,4.26817762399077,4.39407363420428
"1868",2702,1236900,362640,362644,65.2019653320312,-147.63215637207,1,1,2.17776870727539,6.66177368164062,6.16720581054688,1.95004272460938,1.30413818359375,1.95004272460938,2.28390502929688,2.53369140625,2.69158935546875,2.76898193359375,3.3106689453125,3.42410278320312,4.38873291015625,1.1433619260788,0.996231436729431,6.95003604888916,54,17,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,15.11,12.8044,12.01,11.07,4.87,0,0,7.01021798365123,7.34
"1869",2703,1236901,362645,362649,65.2028579711914,-147.632400512695,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,45,0,1,1,1,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,6.14,3.5652,0.09,0,0,0,0,3.1954,3.29216494845361
"1870",2704,1236902,362650,362654,65.2037506103516,-147.632629394531,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,13,0,1,1,0,1,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,13.95,6.6668,4.6864,1.112,0,0,0,3.26740740740741,3.26740740740741
"1871",2705,1236903,362655,362659,65.2046432495117,-147.632858276367,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,10,0,1,1,0,0,1,1,0,"3l","ATL08_20191112061737_07080503_003_01.h5",2019,11,12,61737,11.77,5.55800000000001,4.5208,1.868,0,0,0,2.06723943661972,2.06723943661972
