"","seg_id_beg","seg_id_end","lat","lon","night_flag","landcover","cn_mean","cn_max","h_can","cn_med","cn_h_25","cn_h_50","cn_h_60","cn_h_70","cn_h_75","cn_h_80","cn_h_85","cn_h_90","cn_h_95","cn_open","toc_rough","cn_unc","cn_pho","toc_pho","cn_flag","sub_cn_flag1","sub_cn_flag2","sub_cn_flag3","sub_cn_flag4","sub_cn_flag5","ls_flag","beam","filename","year","month","day","hhmmss"
"29463",638950,638954,65.2341079711914,-147.429946899414,1,8,1.03441190719604,2.0482177734375,1.9708251953125,0.90631103515625,0.7689208984375,0.90631103515625,0.9781494140625,1.11004638671875,1.27471923828125,1.40435791015625,1.50103759765625,1.62890625,1.900146484375,0.383024513721466,0,5.80108308792114,50,1,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29464",638955,638959,65.2332153320312,-147.43017578125,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,54,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29465",638960,638964,65.2323226928711,-147.430419921875,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,22,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29466",638965,638969,65.2314300537109,-147.4306640625,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,26,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29467",638970,638974,65.2305374145508,-147.430908203125,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,18,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29468",638975,638979,65.2296447753906,-147.43115234375,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,10,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29469",638980,638984,65.2287521362305,-147.431381225586,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,7,0,1,1,1,0,0,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29470",638985,638989,65.2278594970703,-147.431625366211,1,8,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,3.40282346638529e+38,23,0,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29471",638990,638994,65.2269668579102,-147.431854248047,1,8,1.04300689697266,5.21197509765625,5.21197509765625,0.808013916015625,0.65386962890625,0.8055419921875,0.84613037109375,0.9139404296875,0.97943115234375,1.025146484375,1.2376708984375,1.5657958984375,2.2410888671875,0.822322010993958,1.26274967193604,6.63811635971069,37,3,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29472",638995,638999,65.22607421875,-147.432098388672,1,8,1.185959815979,4.7742919921875,4.7742919921875,0.73358154296875,0.609375,0.73358154296875,0.809326171875,0.99224853515625,1.3143310546875,1.547607421875,1.7454833984375,2.68701171875,3.94281005859375,1.03150641918182,0.889877140522003,7.31070184707642,42,5,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29473",639000,639004,65.2251815795898,-147.432342529297,1,8,1.66152596473694,6.74359130859375,6.303466796875,1.17486572265625,0.6605224609375,1.17486572265625,1.423828125,2.0064697265625,2.2991943359375,2.3406982421875,3.00390625,3.9454345703125,5.19818115234375,1.39683401584625,0.735006034374237,7.4060230255127,55,4,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29474",639005,639009,65.2242889404297,-147.432571411133,1,8,1.7367776632309,4.259521484375,4.259521484375,1.17352294921875,0.88287353515625,1.17352294921875,1.59185791015625,2.0029296875,2.49407958984375,2.87213134765625,3.24029541015625,3.6478271484375,3.8653564453125,1.12125277519226,0,8.88697052001953,40,1,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
"29475",639010,639014,65.2234039306641,-147.432815551758,1,8,1.7775547504425,6.78704833984375,6.581298828125,1.13104248046875,0.75262451171875,1.13104248046875,1.22802734375,1.5416259765625,2.0323486328125,2.65753173828125,3.45654296875,5.30780029296875,6.4583740234375,1.68464696407318,0.47894886136055,7.09933948516846,54,5,1,1,1,1,1,1,0,"1l","ATL08_20181226100839_13560105_003_01.h5","2018","12","26","100839"
